focus,entity_type,source
Inflammatory linear verrucous epidermal nevus,disease,GARD
Inflammatory myofibroblastic tumor,disease,GARD
Infundibulopelvic dysgenesis,disease,GARD
Insulin-like growth factor I deficiency,disease,GARD
Intellectual deficit - short stature - hypertelorism,disease,GARD
Intellectual disability - athetosis - microphthalmia,disease,GARD
"Intellectual disability, epileptic seizures, hypogonadism and hypogenitalism, microcephaly, and obesity",disease,GARD
Intellectual disability-developmental delay-contractures syndrome,disease,GARD
Intervertebral disc disease,disease,GARD
Intestinal pseudoobstruction neuronal chronic idiopathic X-linked,disease,GARD
Intracranial arteriovenous malformation,disease,GARD
Intrahepatic cholangiocarcinoma,disease,GARD
Intrahepatic cholestasis of pregnancy,disease,GARD
Intrauterine growth retardation with increased mitomycin C sensitivity,disease,GARD
Intravenous leiomyomatosis,disease,GARD
Iridocorneal endothelial syndrome,disease,GARD
Irons Bhan syndrome,disease,GARD
Isobutyryl-CoA dehydrogenase deficiency,disease,GARD
Isodicentric chromosome 15 syndrome,disease,GARD
Isolated ACTH deficiency,disease,GARD
Isolated anterior cervical hypertrichosis,disease,GARD
Isolated corpus callosum agenesis,disease,GARD
Isolated ectopia lentis,disease,GARD
Isolated growth hormone deficiency type 3,disease,GARD
Isolated levocardia,disease,GARD
Isotretinoin embryopathy like syndrome,disease,GARD
Isovaleric acidemia,disease,GARD
ITCH E3 ubiquitin ligase deficiency,disease,GARD
IVIC syndrome,disease,GARD
Jansen type metaphyseal chondrodysplasia,disease,GARD
Jejunal atresia,disease,GARD
Jensen syndrome,disease,GARD
Jervell and Lange-Nielsen syndrome 2,disease,GARD
Jervell Lange-Nielsen syndrome,disease,GARD
Johnson Munson syndrome,disease,GARD
Johnson neuroectodermal syndrome,disease,GARD
Johnston Aarons Schelley syndrome,disease,GARD
Jones syndrome,disease,GARD
Joubert syndrome,disease,GARD
Joubert syndrome 2,disease,GARD
Joubert syndrome with oculorenal anomalies,disease,GARD
Juberg Marsidi syndrome,disease,GARD
Junctional epidermolysis bullosa,disease,GARD
Jung Wolff Back Stahl syndrome,disease,GARD
Juvenile amyotrophic lateral sclerosis,disease,GARD
Juvenile dermatomyositis,disease,GARD
Juvenile Huntington disease,disease,GARD
Juvenile myelomonocytic leukemia,disease,GARD
Juvenile myoclonic epilepsy,disease,GARD
Juvenile ossifying fibroma,disease,GARD
Juvenile osteoporosis,disease,GARD
Juvenile primary lateral sclerosis,disease,GARD
Juvenile retinoschisis,disease,GARD
Juvenile spondyloarthropathy,disease,GARD
Juvenile temporal arteritis,disease,GARD
Juvenile-onset dystonia,disease,GARD
Kallmann syndrome,disease,GARD
Kallmann syndrome 3,disease,GARD
Kallmann syndrome 5,disease,GARD
Kallmann syndrome 6,disease,GARD
Kaplan Plauchu Fitch syndrome,disease,GARD
Kapur Toriello syndrome,disease,GARD
Karak syndrome,disease,GARD
Kasznica Carlson Coppedge syndrome,disease,GARD
Kaufman oculocerebrofacial syndrome,disease,GARD
Kawasaki syndrome,disease,GARD
KBG syndrome,disease,GARD
Kenny-Caffey syndrome type 1,disease,GARD
"Keratitis, hereditary",disease,GARD
Keratoconus posticus circumscriptus,disease,GARD
Keratoderma palmoplantar deafness,disease,GARD
Keratoderma palmoplantar spastic paralysis,disease,GARD
Keratolytic winter erythema,disease,GARD
Keratosis follicularis dwarfism and cerebral atrophy,disease,GARD
Keratosis follicularis spinulosa decalvans,disease,GARD
Keratosis palmoplantaris striata 1,disease,GARD
"Keratosis, seborrheic",disease,GARD
Kerion celsi,disease,GARD
Kernicterus,disease,GARD
Keutel syndrome,disease,GARD
Kienbock's disease,disease,GARD
Kimura disease,disease,GARD
Klatskin tumor,disease,GARD
Klebsiella infection,disease,GARD
Kleefstra syndrome,disease,GARD
Kleiner Holmes syndrome,disease,GARD
Klippel Feil syndrome,disease,GARD
Klumpke paralysis,disease,GARD
Kluver Bucy syndrome,disease,GARD
Kniest like dysplasia lethal,disease,GARD
Kohlschutter Tonz syndrome,disease,GARD
Konigsmark Knox Hussels syndrome,disease,GARD
Koolen de Vries syndrome,disease,GARD
Kosztolanyi syndrome,disease,GARD
Kowarski syndrome,disease,GARD
Kozlowski Celermajer Tink syndrome,disease,GARD
Krabbe disease atypical due to Saposin A deficiency,disease,GARD
Kuskokwim disease,disease,GARD
Kuster Majewski Hammerstein syndrome,disease,GARD
Kyrle disease,disease,GARD
L1 syndrome,disease,GARD
L-2-hydroxyglutaric aciduria,disease,GARD
La Crosse encephalitis,disease,GARD
Lactate dehydrogenase deficiency,disease,GARD
Lafora disease,disease,GARD
Laing distal myopathy,disease,GARD
Lambdoid synostosis,disease,GARD
Lambert Eaton myasthenic syndrome,disease,GARD
Landau-Kleffner syndrome,disease,GARD
Langer mesomelic dysplasia,disease,GARD
Langerhans cell histiocytosis,disease,GARD
Large granular lymphocyte leukemia,disease,GARD
L-arginine:glycine amidinotransferase deficiency,disease,GARD
Laron syndrome,disease,GARD
Larsen syndrome,disease,GARD
Larsen-like syndrome,disease,GARD
Laryngeal cleft,disease,GARD
Laryngomalacia,disease,GARD
"Larynx, congenital partial atresia of",disease,GARD
Lassueur-Graham-Little syndrome,disease,GARD
Late-Onset Familial Alzheimer Disease,disease,GARD
Late-onset retinal degeneration,disease,GARD
Lateral meningocele syndrome,disease,GARD
Lattice corneal dystrophy type 1,disease,GARD
Lattice corneal dystrophy type 3A,disease,GARD
Laurence Prosser Rocker syndrome,disease,GARD
Laurin-Sandrow syndrome,disease,GARD
LCHAD deficiency,disease,GARD
Leber congenital amaurosis 1,disease,GARD
Leber congenital amaurosis 10,disease,GARD
Leber congenital amaurosis 15,disease,GARD
Leber congenital amaurosis 16,disease,GARD
Leber congenital amaurosis 2,disease,GARD
Leber congenital amaurosis 4,disease,GARD
Leber congenital amaurosis 5,disease,GARD
Leber hereditary optic neuropathy,disease,GARD
Leber hereditary optic neuropathy with dystonia,disease,GARD
Ledderhose disease,disease,GARD
Left ventricular noncompaction,disease,GARD
Legius syndrome,disease,GARD
"Leigh syndrome, French Canadian type",disease,GARD
Leiner disease,disease,GARD
Leiomyoma of vulva and esophagus,disease,GARD
Lemierre syndrome,disease,GARD
Lennox-Gastaut syndrome,disease,GARD
Lentigo maligna melanoma,disease,GARD
Lenz Majewski hyperostotic dwarfism,disease,GARD
Lenz microphthalmia syndrome,disease,GARD
Leprechaunism,disease,GARD
Leri pleonosteosis,disease,GARD
Leri Weill dyschondrosteosis,disease,GARD
Lesch Nyhan syndrome,disease,GARD
Lethal chondrodysplasia Moerman type,disease,GARD
Lethal congenital contracture syndrome 1,disease,GARD
Lethal congenital contracture syndrome 2,disease,GARD
Lethal short limb skeletal dysplasia Al Gazali type,disease,GARD
Leucine-sensitive hypoglycemia of infancy,disease,GARD
Leukodystrophy,disease,GARD
Leukoencephalopathy - dystonia - motor neuropathy,disease,GARD
Leukoencephalopathy with brain stem and spinal cord involvement and lactate elevation,disease,GARD
Leukoencephalopathy with vanishing white matter,disease,GARD
"Leukoencephalopathy, arthritis, colitis, and hypogammaglobulinema",disease,GARD
Leukonychia totalis,disease,GARD
Levator syndrome,disease,GARD
Lichen planus pigmentosus,disease,GARD
Lichen sclerosus,disease,GARD
Liddle syndrome,disease,GARD
Light chain deposition disease,disease,GARD
Ligneous conjunctivitis,disease,GARD
Limb deficiencies distal with micrognathia,disease,GARD
Limb dystonia,disease,GARD
Limb-girdle muscular dystrophy,disease,GARD
Limb-girdle muscular dystrophy type 1A,disease,GARD
Limb-girdle muscular dystrophy type 2A,disease,GARD
Limb-girdle muscular dystrophy type 2E,disease,GARD
Limb-girdle muscular dystrophy type 2H,disease,GARD
Limb-girdle muscular dystrophy type 2I,disease,GARD
"Limb-girdle muscular dystrophy, type 2C",disease,GARD
"Limb-girdle muscular dystrophy, type 2G",disease,GARD
Limbic encephalitis,disease,GARD
Limited cutaneous systemic sclerosis,disease,GARD
Limited systemic sclerosis,disease,GARD
Linear porokeratosis,disease,GARD
Linear scleroderma,disease,GARD
Lipase deficiency combined,disease,GARD
Lipedema,disease,GARD
Lipidosis with triglycerid storage disease,disease,GARD
Lipodermatosclerosis,disease,GARD
"Lipodystrophy, familial partial, type 2",disease,GARD
Lipoic acid synthetase deficiency,disease,GARD
Lipoid proteinosis of Urbach and Wiethe,disease,GARD
Liposarcoma,disease,GARD
Lissencephaly 1,disease,GARD
Lissencephaly X-linked,disease,GARD
Littoral cell angioma of the spleen,disease,GARD
Livedoid vasculopathy,disease,GARD
Liver failure acute infantile,disease,GARD
Localized lipodystrophy,disease,GARD
Localized scleroderma,disease,GARD
Loeys-Dietz syndrome,disease,GARD
Loeys-Dietz syndrome type 2,disease,GARD
Loeys-Dietz syndrome type 4,disease,GARD
Logopenic progressive aphasia,disease,GARD
Loin pain hematuria syndrome,disease,GARD
Long QT syndrome,disease,GARD
Long QT syndrome 1,disease,GARD
Long QT syndrome 3,disease,GARD
Long QT syndrome 8,disease,GARD
Loose anagen hair syndrome,disease,GARD
Lopes Gorlin syndrome,disease,GARD
Lowry Wood syndrome,disease,GARD
Lubinsky syndrome,disease,GARD
Lucey-Driscoll syndrome,disease,GARD
Lujan syndrome,disease,GARD
Lung adenocarcinoma,disease,GARD
Lung agenesis,disease,GARD
Lupus,disease,GARD
Lymphatic filariasis,disease,GARD
Lymphedema and cerebral arteriovenous anomaly,disease,GARD
Lymphedema-distichiasis syndrome,disease,GARD
Lymphocytic colitis,disease,GARD
Lymphocytic infiltrate of Jessner,disease,GARD
Lymphocytic vasculitis,disease,GARD
Lymphomatoid papulosis,disease,GARD
Lynch syndrome,disease,GARD
Lysinuric protein intolerance,disease,GARD
Mac Dermot Winter syndrome,disease,GARD
Macrocephaly mesodermal hamartoma spectrum,disease,GARD
Macrocephaly-capillary malformation,disease,GARD
Macrodactyly of the hand,disease,GARD
Macrothrombocytopenia progressive deafness,disease,GARD
Macular degeneration,disease,GARD
"Macular dystrophy, atypical vitelliform",disease,GARD
"Macular dystrophy, concentric annular",disease,GARD
"Macular dystrophy, corneal type 1",disease,GARD
Madelung disease,disease,GARD
Madokoro Ohdo Sonoda syndrome,disease,GARD
Maffucci syndrome,disease,GARD
Majeed syndrome,disease,GARD
Mal de debarquement,disease,GARD
Malakoplakia,disease,GARD
Male pseudohermaphroditism due to defective LH molecule,disease,GARD
"Male pseudohermaphroditism intellectual disability syndrome, Verloes type",disease,GARD
Malignant eccrine spiradenoma,disease,GARD
Malignant hyperthermia arthrogryposis torticollis,disease,GARD
Malignant hyperthermia susceptibility type 3,disease,GARD
Malignant peripheral nerve sheath tumor,disease,GARD
Malonyl-CoA decarboxylase deficiency,disease,GARD
Mandibuloacral dysplasia,disease,GARD
Mandibuloacral dysplasia with type A lipodystrophy,disease,GARD
Mandibulofacial dysostosis with microcephaly,disease,GARD
"Mannosidosis, beta A, lysosomal",disease,GARD
Mantle cell lymphoma,disease,GARD
Maple syrup urine disease type 1A,disease,GARD
Maple syrup urine disease type 1B,disease,GARD
Marden Walker like syndrome,disease,GARD
Marden-Walker syndrome,disease,GARD
Marfanoid hypermobility syndrome,disease,GARD
Marie Unna congenital hypotrichosis,disease,GARD
Marinesco-Sjogren syndrome,disease,GARD
Marshall syndrome,disease,GARD
Marshall-Smith syndrome,disease,GARD
Martinez Monasterio Pinheiro syndrome,disease,GARD
Martsolf syndrome,disease,GARD
Mastocytic enterocolitis,disease,GARD
Mastocytosis cutaneous with short stature conductive hearing loss and microtia,disease,GARD
Maternal hyperphenylalaninemia,disease,GARD
Maternally inherited diabetes and deafness,disease,GARD
"Maturity-onset diabetes of the young, type 1",disease,GARD
"Maturity-onset diabetes of the young, type 3",disease,GARD
"Maturity-onset diabetes of the young, type 5",disease,GARD
"Maturity-onset diabetes of the young, type 6",disease,GARD
"Maturity-onset diabetes of the young, type 7",disease,GARD
"Maturity-onset diabetes of the young, type 8",disease,GARD
McCune Albright syndrome,disease,GARD
McDonough syndrome,disease,GARD
McKusick Kaufman syndrome,disease,GARD
Meckel syndrome type 2,disease,GARD
Meckel syndrome type 3,disease,GARD
MECP2 duplication syndrome,disease,GARD
Medium-chain 3-ketoacyl-coa thiolase deficiency,disease,GARD
Medium-chain acyl-coenzyme A dehydrogenase deficiency,disease,GARD
Medullary cystic kidney disease 1,disease,GARD
Medulloblastoma,disease,GARD
Meesmann corneal dystrophy,disease,GARD
"Megalencephaly, polymicrogyria, and hydrocephalus (MPPH) syndrome",disease,GARD
Megalocornea-intellectual disability syndrome,disease,GARD
Megalocytic interstitial nephritis,disease,GARD
Mehes syndrome,disease,GARD
Melanoma astrocytoma syndrome,disease,GARD
Meleda disease,disease,GARD
Melioidosis,disease,GARD
Menetrier disease,disease,GARD
Mnire's disease,disease,GARD
Meningioma,disease,GARD
Meningoencephalocele,disease,GARD
Menkes disease,disease,GARD
Mental retardation Smith Fineman Myers type,disease,GARD
"Mental retardation syndrome, Belgian type",disease,GARD
Mental retardation X-linked syndromic 11,disease,GARD
Mental retardation X-linked syndromic 7,disease,GARD
Mental retardation x-linked with cerebellar hypoplasia and distinctive facial appearance,disease,GARD
"Mental retardation X-linked, South African type",disease,GARD
"Mental retardation, macrocephaly, short stature and craniofacial dysmorphism",disease,GARD
"Mental retardation, X-linked, nonspecific",disease,GARD
"Mental retardation-hypotonic facies syndrome X-linked, 1",disease,GARD
Mercury poisoning,disease,GARD
Merkel cell carcinoma,disease,GARD
Merlob Grunebaum Reisner syndrome,disease,GARD
Mesomelia-synostoses syndrome,disease,GARD
Mesomelic dwarfism cleft palate camptodactyly,disease,GARD
Mesomelic dwarfism of hypoplastic tibia and radius type,disease,GARD
Mesomelic dysplasia Kantaputra type,disease,GARD
Mesomelic dysplasia Savarirayan type,disease,GARD
Metachondromatosis,disease,GARD
Metachromatic leukodystrophy due to saposin B deficiency,disease,GARD
Metaphyseal acroscyphodysplasia,disease,GARD
Metaphyseal chondrodysplasia Spahr type,disease,GARD
Metaphyseal dysplasia maxillary hypoplasia brachydactyly,disease,GARD
Metaplastic carcinoma of the breast,disease,GARD
Methionine adenosyltransferase deficiency,disease,GARD
Methylcobalamin deficiency cbl G type,disease,GARD
Methylmalonic acidemia with homocystinuria,disease,GARD
"Methylmalonic acidemia with homocystinuria, type cblC",disease,GARD
"Methylmalonic acidemia with homocystinuria, type cblJ",disease,GARD
Mevalonic aciduria,disease,GARD
Michelin tire baby syndrome,disease,GARD
Michels syndrome,disease,GARD
Microcephalic osteodysplastic primordial dwarfism type 1,disease,GARD
Microcephalic osteodysplastic primordial dwarfism type 2,disease,GARD
"Microcephalic primordial dwarfism, Montreal type",disease,GARD
Microcephaly brain defect spasticity hypernatremia,disease,GARD
Microcephaly cervical spine fusion anomalies,disease,GARD
Microcephaly deafness syndrome,disease,GARD
Microcephaly pontocerebellar hypoplasia dyskinesia,disease,GARD
"Microcephaly, corpus callosum dysgenesis and cleft lip-palate",disease,GARD
"Microcephaly, holoprosencephaly, and intrauterine growth retardation",disease,GARD
Microcephaly-albinism-digital anomalies syndrome,disease,GARD
Microcystic adnexal carcinoma,disease,GARD
Microduplication Xp11.22-p11.23 syndrome,disease,GARD
Microgastria limb reduction defect,disease,GARD
Microhydranencephaly,disease,GARD
Microphthalmia associated with colobomatous cyst,disease,GARD
Microphthalmia mental deficiency,disease,GARD
Microphthalmia microtia fetal akinesia,disease,GARD
Microphthalmia syndromic 5,disease,GARD
Microphthalmia syndromic 6,disease,GARD
Microphthalmia syndromic 7,disease,GARD
Microphthalmia syndromic 8,disease,GARD
Microphthalmia syndromic 9,disease,GARD
Microscopic polyangiitis,disease,GARD
Microsomia hemifacial radial defects,disease,GARD
Microtia-Anotia,disease,GARD
Midphalangeal hair,disease,GARD
Mikulicz disease,disease,GARD
Miles-Carpenter x-linked mental retardation syndrome,disease,GARD
Miller syndrome,disease,GARD
Miller-Dieker syndrome,disease,GARD
Milroy disease,disease,GARD
Minicore myopathy with external ophthalmoplegia,disease,GARD
Mitochondrial complex II deficiency,disease,GARD
Mitochondrial complex IV deficiency,disease,GARD
Mitochondrial DNA-associated Leigh syndrome,disease,GARD
Mitochondrial encephalomyopathy lactic acidosis and stroke-like episodes,disease,GARD
Mitochondrial genetic disorders,disease,GARD
Mitochondrial Membrane Protein-Associated Neurodegeneration,disease,GARD
Mitochondrial neurogastrointestinal encephalopathy syndrome,disease,GARD
Mitochondrial trifunctional protein deficiency,disease,GARD
"Mitral valve prolapse, familial, X-linked",disease,GARD
Mixed connective tissue disease,disease,GARD
Moebius syndrome,disease,GARD
Mollaret meningitis,disease,GARD
Mondini dysplasia,disease,GARD
Mondor disease,disease,GARD
Monoclonal gammopathy of undetermined significance,disease,GARD
Monoclonal mast cell activation syndrome,disease,GARD
Monomelic amyotrophy,disease,GARD
MORM syndrome,disease,GARD
Morquio syndrome B,disease,GARD
